86.23 67.58 75.34 48.80 58.38 61.61
69.89 87.54 51.61 58.51 49.39 81.67
74.67 74.94 76.06 47.82 51.15 74.30
74.22 50.38 71.02 59.61 70.90 72.61
68.08 49.43 90.76 72.31 68.58 49.99
49.15 61.93 75.14 72.02 70.65 73.63
60.18 60.41 83.85 72.53 48.21 68.65
70.42 67.48 51.06 80.71 79.01 50.20
55.67 81.79 81.41 55.46 64.17 60.80
81.97 66.20 69.48 60.94 57.76 63.06
78.01 69.51 79.72 65.18 51.18 54.73
48.89 71.47 60.37 59.19 88.07 71.98
57.61 68.35 63.02 78.52 72.28 59.18
70.32 71.92 66.10 50.72 71.66 68.27
50.85 74.22 78.16 52.31 86.47 56.64
73.81 88.26 78.66 51.09 48.38 58.57
59.79 71.75 61.46 63.86 63.79 78.37
60.13 79.71 58.64 63.01 64.07 72.75
68.89 64.34 71.43 58.80 81.65 54.68
75.06 79.97 75.61 59.20 58.67 49.45
52.61 83.57 62.37 67.66 83.37 49.60
48.45 61.55 68.24 82.40 88.71 50.82
72.69 62.59 70.30 87.97 49.30 56.43
76.09 91.30 45.66 50.28 76.44 58.61
56.62 79.65 76.65 64.10 51.05 70.69
76.53 73.34 62.97 64.16 56.82 66.08
81.40 93.85 68.34 56.07 51.10 47.92
61.65 79.50 71.30 67.76 67.75 51.10
45.75 70.32 81.58 61.51 78.47 61.55
43.37 51.80 80.96 63.49 76.93 83.12
46.21 88.81 62.07 64.78 75.58 61.48
46.40 55.53 71.07 90.00 73.45 62.25
46.63 44.70 78.77 74.01 71.54 83.53
63.36 56.53 91.80 54.06 68.96 66.56
55.63 79.56 70.04 55.77 57.37 77.88
56.48 74.97 50.06 90.34 65.18 62.32
56.04 54.81 77.08 82.93 65.61 62.43
83.03 74.62 46.66 75.08 70.11 49.96
82.19 55.06 72.73 75.46 60.45 55.04
72.74 47.57 93.19 52.06 52.35 80.01
74.42 53.45 80.92 74.01 49.37 66.28
57.80 72.30 61.55 61.21 75.28 69.56
46.29 85.53 87.50 63.77 44.06 72.14
77.58 52.95 69.75 60.07 63.48 74.93
86.88 81.79 74.29 60.01 49.85 47.26
61.87 46.52 68.31 68.55 67.39 86.46
50.87 74.50 77.31 92.77 51.88 52.12
71.97 63.48 79.97 58.32 49.02 76.75
56.68 55.93 75.48 58.73 73.41 79.05
64.68 85.58 70.76 66.70 51.68 60.24
67.43 50.60 56.12 76.45 78.59 70.11
95.47 68.75 75.11 51.75 61.40 46.79
82.19 58.27 73.06 69.18 66.39 51.16
61.90 73.60 73.73 63.61 75.14 50.16
81.31 59.47 45.98 68.24 64.90 79.52
76.23 67.13 67.11 53.94 65.87 68.64
44.81 67.01 83.77 56.00 82.24 64.53
85.43 80.02 57.46 59.96 66.74 50.53
51.61 84.46 81.15 51.59 80.10 50.60
57.88 77.93 74.65 49.52 69.33 68.23
71.51 47.19 78.29 82.93 44.38 74.83
74.26 56.15 78.34 68.75 77.18 45.83
52.50 91.20 53.47 72.58 77.64 51.32
46.31 74.29 51.82 78.00 81.52 68.31
60.85 62.65 78.38 86.69 49.19 60.25
73.90 83.59 50.15 54.70 76.43 60.91
69.21 68.20 47.92 89.99 66.22 58.39
64.74 79.69 48.82 52.06 89.11 63.92
47.41 82.93 68.93 70.20 45.25 85.26
59.10 75.55 61.95 69.39 81.22 52.25
66.69 73.38 81.78 45.84 81.95 50.13
83.89 83.57 53.84 58.82 65.14 53.54
80.40 86.27 65.19 48.89 50.73 68.57
47.04 66.22 64.52 79.34 82.39 59.29
91.34 58.02 68.22 52.10 77.38 52.61
72.96 57.05 88.65 57.64 73.54 49.61
64.55 70.04 72.40 68.38 53.55 70.73
74.53 58.35 83.90 73.75 53.73 54.07
68.30 72.34 81.14 51.20 49.64 74.06
51.97 84.91 70.59 70.54 51.16 77.54
74.27 60.62 63.92 82.62 51.77 55.58
57.83 46.23 80.98 63.98 69.27 80.05
58.45 75.77 72.60 74.33 68.30 50.21
70.39 65.49 69.37 66.62 76.46 51.71
50.42 90.61 69.71 55.24 48.41 83.73
