87.44 98.77 96.76 111.08
94.66 99.98 99.70 104.88
90.28 99.95 99.76 109.30
96.90 99.91 99.71 102.61
95.75 101.04 100.77 104.84
90.07 98.98 98.44 106.15
94.09 99.47 99.85 105.44
98.56 100.05 99.98 101.12
90.18 99.89 99.34 109.31
96.56 100.53 100.69 102.97
97.30 100.00 99.97 102.24
97.35 99.97 99.95 102.05
97.97 100.01 99.99 101.61
97.85 99.99 99.99 101.76
96.47 100.00 100.02 102.86
90.12 99.98 99.97 109.39
92.95 99.74 99.16 106.40
97.36 100.24 100.81 102.24
95.13 100.00 100.01 104.38
93.70 100.01 99.97 105.90
97.36 99.99 100.00 102.06
97.24 99.80 99.99 102.22
94.63 100.19 99.98 104.99
94.69 99.95 99.99 103.54
98.41 99.04 99.98 101.17
96.35 100.96 99.93 103.39
86.30 99.71 98.96 111.08
85.91 100.08 100.26 112.85
96.57 99.75 99.41 100.82
95.13 100.22 100.51 105.35
94.85 99.32 99.24 105.76
95.23 100.68 99.73 102.42
88.63 99.99 99.96 109.68
95.00 99.87 100.01 105.45
94.76 99.63 99.02 103.86
99.61 103.48 104.31 107.53
88.88 95.99 96.37 102.10
94.93 100.05 99.67 104.35
93.33 100.95 100.54 107.25
98.37 99.05 99.98 101.15
96.01 99.98 99.01 102.76
95.42 96.13 101.08 108.04
99.45 93.39 99.95 106.14
99.62 95.75 100.08 104.54
99.55 94.45 99.94 105.21
99.38 96.33 100.12 103.82
98.49 97.61 99.85 101.36
99.67 91.80 99.55 108.81
99.69 92.97 100.43 107.27
99.63 97.14 100.00 102.48
99.40 97.92 99.99 102.22
99.44 98.56 100.01 101.27
99.02 97.07 100.06 103.03
99.58 96.66 99.93 102.64
99.69 99.67 99.99 101.05
99.49 97.86 99.91 102.10
98.72 93.94 100.00 105.46
99.52 96.26 100.06 104.21
99.32 97.18 99.90 102.84
99.55 96.24 99.99 102.89
99.61 98.83 100.00 101.08
99.46 96.42 100.00 103.41
99.54 95.16 100.00 105.04
99.34 96.60 100.07 103.05
99.53 95.56 100.02 104.41
99.41 97.04 99.86 102.24
99.61 98.71 99.99 101.98
98.85 96.93 99.00 101.20
99.29 96.77 100.35 103.79
99.76 89.89 100.63 110.15
99.61 97.11 99.99 102.95
99.60 96.05 99.34 102.59
99.77 97.90 100.39 103.18
98.84 94.30 99.85 105.74
97.08 100.98 100.37 102.68
93.92 98.99 99.00 104.15
97.72 100.87 100.52 102.02
93.01 99.86 100.49 107.75
97.83 99.77 98.96 101.79
97.68 100.44 101.21 102.32
84.49 99.25 99.26 113.59
98.05 100.20 100.29 101.38
94.78 99.43 100.00 104.77
90.90 100.54 99.01 108.68
88.27 99.29 100.35 111.09
83.07 100.41 100.06 114.48
85.96 98.37 101.06 112.96
83.18 99.69 99.07 113.86
93.00 99.88 100.03 106.77
93.36 99.49 99.64 105.92
91.46 100.32 100.17 107.57
93.17 100.15 100.90 107.28
94.12 99.39 98.45 103.29
94.24 100.28 100.49 105.43
94.58 99.72 99.97 104.61
97.46 99.51 99.78 100.92
97.19 100.70 100.22 102.48
94.64 99.56 100.93 104.93
88.47 99.92 99.03 108.87
96.44 99.84 99.83 103.11
92.01 99.65 99.60 108.78
88.69 99.24 100.98 109.68
86.19 100.24 99.88 111.78
89.03 99.87 100.00 110.61
95.90 100.59 100.00 103.71
88.29 100.01 100.10 110.28
92.19 99.97 99.86 106.90
80.43 99.99 99.98 118.41
91.58 99.15 99.28 105.20
92.02 100.75 99.81 107.18
