26.82 13.43 95.67 94.40 91.32 51.93
28.30 14.31 99.92 100.00 99.27 57.14
27.53 13.49 100.00 99.37 95.59 54.07
28.03 14.24 100.00 100.40 99.80 57.53
28.74 14.21 100.00 98.86 99.81 56.87
28.70 14.28 100.00 99.95 99.80 56.83
28.46 14.32 100.00 100.00 99.70 57.07
28.57 14.46 99.99 100.00 99.85 56.81
28.16 15.03 99.99 99.19 99.77 56.62
28.71 13.19 100.00 100.80 99.85 57.93
28.37 14.35 99.99 99.93 99.85 57.10
29.46 14.31 100.80 100.74 100.50 56.57
27.73 14.14 99.19 99.20 99.15 57.31
28.32 14.31 100.00 100.00 99.84 57.18
28.04 14.01 99.97 99.19 99.77 56.15
28.61 14.34 98.79 100.79 99.77 56.64
28.72 14.15 99.38 100.00 99.04 56.94
28.58 14.27 99.92 99.98 97.99 56.92
28.16 14.35 99.90 100.18 101.43 57.31
28.69 14.09 99.98 99.81 99.78 57.03
28.47 14.49 100.01 100.21 99.62 56.85
28.40 14.19 100.00 99.78 99.79 57.19
28.65 14.22 100.08 100.00 99.85 56.97
28.32 14.27 99.92 99.97 99.79 57.23
28.52 14.16 100.02 99.99 99.85 57.18
28.64 14.39 98.77 100.21 99.84 56.81
28.55 14.32 101.20 99.84 99.88 56.98
28.54 14.11 100.14 99.95 99.84 57.22
28.44 14.18 99.85 99.92 98.20 56.77
28.80 14.33 100.00 100.00 99.79 56.63
27.82 14.20 100.39 100.40 100.16 57.50
28.68 14.29 99.60 99.60 99.50 56.51
28.82 14.14 100.14 100.15 99.82 56.86
28.47 14.15 99.85 99.09 99.81 57.17
28.32 14.39 100.00 100.06 99.85 57.06
28.72 14.25 100.00 99.89 99.84 56.86
29.11 13.94 101.60 101.60 100.39 58.23
27.60 14.55 98.40 98.64 97.82 55.98
28.68 14.21 100.00 99.76 99.79 56.80
28.51 14.25 100.00 100.38 99.92 56.96
28.13 14.21 99.99 99.60 99.72 57.29
28.91 14.97 100.80 100.83 100.52 56.55
28.20 13.46 99.20 99.28 99.21 57.28
28.47 14.40 100.00 100.15 99.83 56.93
28.55 14.15 100.00 99.73 98.58 57.08
28.65 14.32 100.00 99.97 99.72 56.83
28.45 14.41 100.00 100.00 99.82 56.93
27.36 13.40 100.00 98.51 97.34 54.86
28.54 14.38 100.22 101.20 99.81 56.86
28.20 14.22 99.97 100.15 99.85 57.38
28.72 14.18 98.63 99.84 99.87 56.91
28.71 14.34 100.00 99.98 99.81 56.75
28.21 14.25 99.96 100.31 99.88 57.34
28.83 14.25 100.31 99.69 99.91 56.61
28.20 14.26 98.49 99.67 99.73 57.10
28.38 14.23 100.16 100.00 99.92 57.14
28.66 14.09 99.84 100.00 98.61 56.92
28.60 14.44 100.40 100.38 99.61 56.84
28.57 14.18 99.60 99.94 99.37 56.88
28.31 14.12 100.02 99.66 99.70 57.17
28.64 14.35 99.98 99.61 99.79 56.73
28.32 14.47 100.00 100.10 99.88 56.92
28.61 13.95 100.27 99.89 99.85 57.16
28.40 14.38 99.73 100.33 99.88 56.86
28.44 14.08 99.99 99.64 99.38 57.16
28.52 14.32 100.11 100.00 99.81 56.82
28.49 14.18 99.89 100.00 99.82 57.08
28.36 14.56 100.00 100.00 99.84 56.87
28.66 14.37 100.00 100.00 99.90 56.75
28.32 13.92 100.04 98.78 99.76 57.42
28.66 14.22 99.96 98.01 99.81 56.88
28.28 14.45 100.00 100.00 99.85 57.08
28.65 13.94 99.20 100.00 99.83 57.21
28.41 14.45 101.04 100.01 99.86 56.95
28.59 14.13 98.95 100.14 99.86 57.08
28.67 14.39 100.80 99.83 99.82 56.74
28.47 14.17 100.00 100.00 99.84 57.17
28.47 14.32 100.40 101.33 100.90 58.08
28.08 14.18 98.80 98.66 98.40 55.55
28.79 14.18 100.03 100.00 99.88 56.83
28.18 14.20 99.97 100.16 99.87 57.42
28.81 14.28 100.00 99.82 99.90 56.67
